country,category,alcohol_100g,brands,brands_tags,carbohydrates_100g,categories,categories_tags,code,countries,countries_tags,energy-kcal_100g,energy-kj_100g,fat_100g,fiber_100g,ingredients_text,no_nutrition_data,nova_group,nutriscore_grade,nutriscore_score,origins,origins_tags,product_name,proteins_100g,quantity,salt_100g,saturated-fat_100g,serving_size,sodium_100g,sugars_100g,vitamin-a_100g,vitamin-d_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-pp_100g,calcium_100g,potassium_100g,vitamin-b12_100g,vitamin-c_100g,iron_100g,caffeine_100g,pantothenic-acid_100g,fruits-vegetables-nuts_100g,nutriscore_grade_encoded
germany,Beverages,,Coca cola,['coca-cola'],10.6,"Napoje,Napoje gazowane,en:Sodas,Cola,en:Cola with sugar,Napoje słodzone","['en:beverages', 'en:carbonated-drinks', 'en:sodas', 'en:colas', 'en:cola-with-sugar', 'en:sweetened-beverages']",5449000000286,"Albania,Algieria,Belgia,Bośnia i Hercegowina,Bułgaria,Chorwacja,Czechy,Francja,Niemcy,Węgry,Mauritius,Maroko,Polska,Reunion,Rumunia,Rosja,Serbia,Słowacja,Szwajcaria","['en:albania', 'en:algeria', 'en:belgium', 'en:bosnia-and-herzegovina', 'en:bulgaria', 'en:croatia', 'en:czech-republic', 'en:france', 'en:germany', 'en:hungary', 'en:mauritius', 'en:morocco', 'en:poland', 'en:reunion', 'en:romania', 'en:russia', 'en:serbia', 'en:slovakia', 'en:switzerland']",42.0,180.0,0.0,0.0,"Wasser, Kohlensäure, Farbstoff, Zuckerkulör (E150d), Zucker, Säuerungsmittel E338, natürliche Aromen inkl. Koffein.",,4.0,e,14,,[],Coca-Cola 2l,0.0,2l,0.0,0.0,250ml,0.0,10.6,,,,,,,,,,,,,,5
germany,Beverages,,Oatly,['oatly'],6.6,"Beverages,Oat-based drinks,Plant-based beverages","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",7394376616228,"France,Germany,Ireland,United Kingdom","['en:france', 'en:germany', 'en:ireland', 'en:united-kingdom']",59.0,247.0,3.0,0.8,"Water, _OATS_ 10%, rapeseed oil, acidity regulator (dipotassium phosphate), minerals (calcium carbonate, potassium iodide), salt, vitamins (D2, riboflavin and B12).",,3.0,b,0,,[],Oat Drink Barista Edition,1.0,1l,0.1,0.3,,0.04,4.0,,1.1e-06,,,,0.12,,0.00038,,,,,,2
germany,Beverages,,Nestlé,['nestle'],9.1,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons à base de végétaux, Cafés, Boissons instantanées, Cafés solubles, Chicorée soluble, Chicorée et café en poudre soluble","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:plant-based-beverages', 'en:coffees', 'en:instant-beverages', 'en:instant-coffee-substitutes', 'en:instant-coffees', 'en:instant-chicory', 'en:instant-mix-of-chicory-and-coffee-powder']",7613035676497,"France,Allemagne,Suisse","['en:france', 'en:germany', 'en:switzerland']",141.0,577.0,0.5,45.3,"Café soluble 33,2%, fibres de chicorée (oligofructose) 33%, chicorée soluble 30%, sulfate de magnésium.",,1.0,e,12,"Chicorée de France et Inde,Chicorée principalement du nord de la France,Café origine non UE","['fr:cafe-origine-non-ue', 'fr:chicoree-de-france-et-inde', 'fr:chicoree-principalement-du-nord-de-la-france']","RICORE Original, Café & Chicorée, Boîte 260g",2.7,260 g,0.23,0.1,4 g,0.092,9.1,,,,,,,,,,,,,,5
germany,Beverages,,Coca-Cola,['coca-cola'],0.0,"Bebidas,Bebidas carbonatadas,Bebidas endulzadas artificialmente,Sodas,Bebidas light,Bebidas de cola,Sodas light,Bebida de cola light","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:carbonated-drinks', 'en:artificially-sweetened-beverages', 'en:sodas', 'en:diet-beverages', 'en:colas', 'en:diet-sodas', 'en:diet-cola-soft-drink']",5449000131836,"Austria,Bélgica,Francia,Alemania,Guernsey,Hungría,Italia,Marruecos,Rumania,Serbia,España,Suiza,Túnez,Reino Unido","['en:austria', 'en:belgium', 'en:france', 'en:germany', 'en:guernsey', 'en:hungary', 'en:italy', 'en:morocco', 'en:romania', 'en:serbia', 'en:spain', 'en:switzerland', 'en:tunisia', 'en:united-kingdom']",0.2,0.9,0.0,,"Agua carbonatada, colorante E-150d, acidulante E-338, edulcorante: E952, E950, asparíamos, E-960c, aromas naturales, aroma cafeína y corrector de acidez E-331.",,4.0,b,1,,[],Coca-Cola Zero,0.0,500 ml.,0.02,0.0,250 ml,0.008,0.0,,,,,,,,,,,,,,2
germany,Beverages,,"Nestlé,Nesquik","['nestle', 'nesquik']",78.9,"Boissons, Cacao et dérivés, Cacaos et chocolats en poudre, Boissons instantanées, Cacaos en poudre, Chocolats en poudre, Poudre maltée cacaotée","['en:beverages', 'en:cocoa-and-its-products', 'en:cocoa-and-chocolate-powders', 'en:instant-beverages', 'en:cocoa-powders', 'en:chocolate-powders', 'en:malted-cocoa']",3033710065967,"Algérie,Belgique,France,Guyane,Polynésie française,Allemagne,Guadeloupe,Italie,Luxembourg,Martinique,Nouvelle-Calédonie,La Réunion,Espagne,Suisse","['en:algeria', 'en:belgium', 'en:france', 'en:french-guiana', 'en:french-polynesia', 'en:germany', 'en:guadeloupe', 'en:italy', 'en:luxembourg', 'en:martinique', 'en:new-caledonia', 'en:reunion', 'en:spain', 'en:switzerland']",386.0,1634.0,3.6,7.7,"Sucre, cacao maigre en poudre 23%*, émulsifiant : lécithine de SOJA, sel, vitamines : C, D, arôme naturel, cannelle. *Bilan massique certifié Rainforest Alliance www.ra.org/fr",,4.0,b,1,"Africa,West Africa","['en:africa', 'en:west-africa']",NESQUIK Cacao,5.1,1 kg,0.41,1.6,210 ml,0.164,75.1,,1.1e-05,,,,0.248,,,0.15,,,,,2
germany,Beverages,,Coca-Cola,['coca-cola'],10.6,"İçecekler, Gazlı içecekler, en:Sodas, Kola","['en:beverages', 'en:carbonated-drinks', 'en:sodas', 'en:colas']",5449000267412,"Bélgica,Francia,Alemania,España,Reino Unido","['en:belgium', 'en:france', 'en:germany', 'en:spain', 'en:united-kingdom']",42.0,180.0,0.0,0.0,"carbonated water, sugar, coloring: e150d, acidifier, phosphoric acid, natural flavourings including caffeine,",,4.0,e,14,en:American,['en:american'],,0.0,"1,25 L",0.0,0.0,250ml,0.0,10.6,,,,,,,,,,,,,,5
germany,Beverages,,Alpro,['alpro'],6.5,"Alimentos e bebidas à base de plantas,Bebidas,Alimentos à base de plantas,Cereais e Batatas,en:Dairy substitutes,Cereais e seus produtos,Substitutos do leite,Bebidas à base de plantas,Leites de planta,Leites de cereais,Bebidas não adoçadas,Bebidas de aveia","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:unsweetened-beverages', 'en:oat-based-drinks']",5411188115366,"Bélgica,República Checa,França,Alemanha,Hungria,Itália,Portugal,Reino Unido","['en:belgium', 'en:czech-republic', 'en:france', 'en:germany', 'en:hungary', 'en:italy', 'en:portugal', 'en:united-kingdom']",44.0,185.0,1.4,1.9,"_Oat_ base (96.6%) (Water, _Oat_ (9.8%)), Soluble corn fibre, Sunflower oil, Calcium (Tri-calcium phosphate), Sea salt, Stabiliser (Gellan gum), Vitamins B2, B12, D2.",,4.0,a,-1,,[],Oat,0.4,1 l,0.1,0.2,,0.04,2.6,,7.5e-07,,,,0.12,,3.8e-07,,,,,,1
germany,Beverages,,Coca-Cola,['coca-cola'],10.6,"Beverages,Carbonated drinks,Sodas,Colas,Cola with sugar,Sweetened beverages,pl:gazowane","['en:beverages', 'en:carbonated-drinks', 'en:sodas', 'en:colas', 'en:cola-with-sugar', 'en:sweetened-beverages', 'pl:gazowane']",5449000000439,"Algeria,Austria,Belgium,Democratic Republic of the Congo,France,Germany,Italy,Morocco,Poland,Réunion,Sweden,Switzerland,Tunisia,Ukraine,United Kingdom","['en:algeria', 'en:austria', 'en:belgium', 'en:democratic-republic-of-the-congo', 'en:france', 'en:germany', 'en:italy', 'en:morocco', 'en:poland', 'en:reunion', 'en:sweden', 'en:switzerland', 'en:tunisia', 'en:ukraine', 'en:united-kingdom']",42.0,180.0,0.0,,"carbonated water, sugar, colour (caramel e150), acid (phosphoric acid), natural flavourings (including caffeine)",,4.0,e,14,,[],Coca Cola Original taste,0.0,1.5l,0.01,0.0,250 ml,0.004,10.6,,,,,,,,,,,,,,5
germany,Beverages,,Coca-Cola,['coca-cola'],0.0,"Bebidas,Bebidas carbonatadas,Bebidas artificialmente doçeadas,Sodas,Bebidas dietéticas,Bebidas não adoçadas,Colas,en:Diet sodas,en:Diet cola soft drink,Bebidas adoçadas","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:carbonated-drinks', 'en:artificially-sweetened-beverages', 'en:sodas', 'en:diet-beverages', 'en:unsweetened-beverages', 'en:colas', 'en:diet-sodas', 'en:diet-cola-soft-drink', 'en:sweetened-beverages']",5449000133328,"Argélia,Bélgica,França,Alemanha,Hungria,Itália,Marrocos,Polónia,Senegal,Espanha,Suíça,Tunísia","['en:algeria', 'en:belgium', 'en:france', 'en:germany', 'en:hungary', 'en:italy', 'en:morocco', 'en:poland', 'en:senegal', 'en:spain', 'en:switzerland', 'en:tunisia']",0.2,0.9,0.0,0.0,"Eau gazéifiée, colorant E150d, acidifiants , acide phosphorique, citrate de sodium, édulcorants , aspartame, acésulfame-K, arômes naturels (extraits végétaux), dont caféine, Contient une source de phénylalanine.",,4.0,b,1,,[],,0.0,1 l,0.02,0.0,250 ml,0.008,0.0,,,,,,,,,,,,,,2
germany,Beverages,,Fanta,['fanta'],10.3,"Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Fruit-based beverages, Artificially sweetened beverages, Sodas, Fruit sodas, Carbonated fruit soft drink, Orange soft drinks, Carbonated fruit soft drink with less than 10% of fruit juice, Sweetened beverages, fr:Boisson gazeuse aux fruits avec moins de 20 % de jus non sucrée avec édulcorants","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-beverages', 'en:carbonated-drinks', 'en:fruit-based-beverages', 'en:artificially-sweetened-beverages', 'en:sodas', 'en:fruit-sodas', 'en:carbonated-fruit-soft-drink', 'en:orange-soft-drinks', 'en:carbonated-fruit-soft-drink-with-less-than-10-of-fruit-juice', 'en:sweetened-beverages', 'fr:boisson-gazeuse-aux-fruits-avec-moins-de-20-de-jus-non-sucree-avec-edulcorants']",5449000004840,"República Checa,Francia,Alemania,Rumania,España","['en:czech-republic', 'en:france', 'en:germany', 'en:romania', 'en:spain']",27.0,178.0,0.0,0.0,"carbonated water, orange juice-based concentrate (10%), sugar, lemon juice-based concentrate (2%), preservative: potassium sorbate, flavourings, natural orange with other natural flavourings, sweeteners: acesulfame-k, sucralose, stabilizer: guar gum, coloring: carotenes",,4.0,e,11,fr:Oranges du Brésil,['fr:oranges-du-bresil'],Orange,0.0,2 l,0.0,0.0,,0.0,6.5,,,,,,,,,,,,,,5
germany,Beverages,,Fanta,['fanta'],4.6,"Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Fruit-based beverages, Artificially sweetened beverages, Sodas, Fruit sodas, Orange soft drinks, Sweetened beverages","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-beverages', 'en:carbonated-drinks', 'en:fruit-based-beverages', 'en:artificially-sweetened-beverages', 'en:sodas', 'en:fruit-sodas', 'en:orange-soft-drinks', 'en:sweetened-beverages']",40822938,"Belgium,Bulgaria,France,Germany,Hungary,Italy,Nigeria,Romania","['en:belgium', 'en:bulgaria', 'en:france', 'en:germany', 'en:hungary', 'en:italy', 'en:nigeria', 'en:romania']",19.0,81.0,0.0,,"Agua carbonada, zumo de naranja a partir de concentrado 8%, azúcar, acidulante (ácido cítrico, ácido málico), estabilizante (E-414, E-444, E-445), educolorante (E-950, aspartamo, E-959), conservador (E-202), corrector de acidez (citrato sódico), aroma natural de naranja, aromas naturales, antioxidante (ácido sódico), colorante (E-160a)",,4.0,d,7,France,['en:france'],Fanta Naranja,0.0,500 ml.,0.0,0.0,250 ml,0.0,4.6,,,,,,,,,,,,,,4
germany,Beverages,,Oatly!,['oatly'],7.1,"Żywność i napoje na bazie roślin,Napoje,Żywność na bazie roślin,Zboża i ziemniaki,Zastępniki nabiału,Zboża i produkty zbożowe,Zastępniki mleka,Napoje na bazie roślin,Mleka roślinne,en:Cereal-based drinks,Mleka owsiane","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",7394376616501,"Francja,Niemcy,Holandia,Szwajcaria,Wielka Brytania,Polska","['en:france', 'en:germany', 'en:netherlands', 'en:poland', 'en:switzerland', 'en:united-kingdom']",61.0,247.0,3.0,0.8,"Wasser, _Hafer_ 10%, Rapsöl, Säureregulator (Dikaliumphosphat), Mineralien (Calciumcarbonat, Kaliumiodid), Salz, Vitamine (Vitamin D2, Riboflavin, Vitamin B12)",,3.0,b,0,,[],Hafer Barista Edition,1.1,1 l,0.0975,0.3,,0.039,3.4,,1.1e-06,,,,0.12,,3.8e-07,,,,,,2
germany,Beverages,,Solevita,['solevita'],2.2,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de citron","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-beverages', 'en:fruit-based-beverages', 'en:juices-and-nectars', 'en:fruit-juices', 'en:lemon-juice']",20019907,"Belgien,Bulgarien,Frankreich,Deutschland,Rumänien,Schweiz,Vereinigtes Königreich","['en:belgium', 'en:bulgaria', 'en:france', 'en:germany', 'en:romania', 'en:switzerland', 'en:united-kingdom']",28.0,117.0,0.5,0.5,"99,88% jus de citron à base de concentré, antioxydant: acide ascorbique; conservateur: disulfite de potassium.",,3.0,b,-4,"Italien,Sizilien","['en:italy', 'de:sizilien']",Jus de citron à base de concentré,0.4,1pcs,0.01,0.1,15 ml,0.004,2.2,,,,,,,,,,,,,,2
germany,Dairies,,Zurück zum Ursprung,['zuruck-zum-ursprung'],4.0,"Milchprodukte,Fermentierte Lebensmittel,Fermentierte Milch,Käse,Ziegenkäse,Frischkäse,en:Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:goat-cheeses', 'en:fresh-cheeses', 'en:cream-cheeses']",4099200191041,"Deutschland,Österreich","['en:austria', 'en:germany']",177.0,736.0,13.0,,"Ziegenfrischkäse, Salz",,3.0,c,8,Österreich,['en:austria'],Ziegenfrischkäse Natur,11.0,1pcs,0.8,8.5,30g,0.32,3.5,,,,,,,,,,,,,,3
germany,Dairies,,Cheese,['cheese'],0.8,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,en:Soft cheeses,Fromages de vache,Fromages à pâte molle à croûte fleurie,Fromages de France,Fromages pasteurisés,Fromages à pâte molle à croûte naturelle,Fromages à pâte molle à croûte lavée","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:french-cheeses', 'en:pasteurized-cheeses', 'en:soft-cheese-with-a-natural-rind', 'en:soft-cheeses-with-washed-rind']",3161711001971,"Égypte,France,Allemagne,Maroc,Espagne,Suisse","['en:egypt', 'en:france', 'en:germany', 'en:morocco', 'en:spain', 'en:switzerland']",333.0,1379.0,30.0,,"pasteurized cow's milk and cream from france, salt, lactic ferments (milk)",,3.0,d,15,France,['en:france'],Caprice des dieux,15.0,300g,1.4,21.0,25g,0.56,0.1,,,,,,0.35,,,,,,,,4
germany,Dairies,,"Milbona,Lidl","['milbona', 'lidl']",5.2,"en:Refrigerated chocolate creamy puddings,en:Chocolate creamy puddings","['en:dairies', 'en:desserts', 'en:dairy-desserts', 'en:chocolate-desserts', 'en:creamy-puddings', 'en:chocolate-creamy-puddings', 'en:refrigerated-chocolate-creamy-puddings']",4056489216162,"Bulgária,Croácia,Alemanha,Grécia,Itália,Portugal,Roménia,Espanha,Lituânia,Eslovénia","['en:bulgaria', 'en:croatia', 'en:germany', 'en:greece', 'en:italy', 'en:lithuania', 'en:portugal', 'en:romania', 'en:slovenia', 'en:spain']",76.0,321.0,1.5,,"Magermilch, Milcheiweiß, Sahne, 2% fettarmes Kakaopulver, modifizierte Stärke, Verdickungsmittel: Carrageen, Natriumcarboxymethylcellulose, natürliches Aroma, Aroma, Süßungsmittel: Acesulfam K, Sucralose, Laktase",,4.0,a,-5,,[],High Protein Schoko Pudding,10.0,200 g,0.12,1.0,200 g,0.048,4.0,,,,,,,,,,,,,,1
germany,Dairies,,President,['president'],1.0,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy spread, Butters, Unsalted butters, Sweet cream butters","['en:dairies', 'en:fats', 'en:spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:milkfat', 'en:dairy-spread', 'en:butters', 'en:unsalted-butters', 'en:sweet-cream-butters']",3155251205500,"France,Germany,Réunion,Switzerland","['en:france', 'en:germany', 'en:reunion', 'en:switzerland']",745.0,3063.0,82.0,,"butter (cream, original eu)",,2.0,e,19,European Union,['en:european-union'],,0.7,250 g,0.03,57.0,10g,0.012,1.0,0.000602,,,,,,,,,,,,,5
germany,Dairies,,Kiri,['kiri'],2.0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Fermentierte Lebensmittel, Fermentierte Milch, Fromages pour enfants, Käse, Milchprodukte","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fermentierte-lebensmittel', 'en:fermentierte-milch', 'en:fromages-pour-enfants', 'en:kase', 'en:milchprodukte']",3073781131888,"Belgien,Frankreich,Deutschland,Luxemburg,Schweiz","['en:belgium', 'en:france', 'en:germany', 'en:luxembourg', 'en:switzerland']",305.0,1260.0,29.0,,"pasteurized fresh milk 53% (origin: france), cream 32% (origin: france), water, milk proteins, milk mineral concentrate, lactic ferments, salt,",,4.0,d,13,,[],Kiri-Käse,9.0,144 g,1.3,19.4,18g,0.52,2.0,,,,,,0.55,,,,,,,,4
germany,Dairies,,Danone,['danone'],3.9,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Skyrs, Fromages à la crème","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:skyrs', 'en:cream-cheeses']",3033491454080,"France,Allemagne","['en:france', 'en:germany']",57.0,244.0,0.2,0.0,"Lait écrémé, ferments lactiques (lait). Lait: Origine France",,3.0,a,-5,France,['en:france'],SKYR,10.0,480 g,0.1,0.1,120g,0.04,3.9,,,,,,0.11,,,,,,,,1
germany,Dairies,,"Milbona,Lidl","['milbona', 'lidl']",5.2,"Laticínios,Sobremesas,Sobremesas de laticínios,Cremes de sobremesa,Natilhas baunilha","['en:dairies', 'en:desserts', 'en:dairy-desserts', 'en:creamy-puddings', 'en:vanilla-creamy-puddings']",4056489216155,"França,Alemanha,Itália,Portugal,Espanha","['en:france', 'en:germany', 'en:italy', 'en:portugal', 'en:spain']",75.0,316.0,1.5,,"skimmed milk, milk protein, cream (milk), modified tapioca starch, thickeners: carrageenan, sodium carboxy methyl cellulose, safflower extract, natural vanilla flavouring, natural flavouring, sweeteners: acesulfame k, sucralose, lactase,",,4.0,a,-5,,[],High Protein Pudding Vanilla,10.0,200 g,0.12,1.0,,0.048,4.0,,,,,,,,,,,,,,1
germany,Dairies,,Müller,['muller'],4.1,"Getränke, Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Milchgetränke, Fermentierte Getränke, Fermentierte Milchgetränke, Kefir","['en:beverages', 'en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:dairy-drinks', 'en:fermented-drinks', 'en:fermented-milk-drinks', 'en:kefir']",4025500186821,"Frankreich,Deutschland,Luxemburg,Rumänien,Spanien","['en:france', 'en:germany', 'en:luxembourg', 'en:romania', 'en:spain']",46.0,193.0,1.5,,"Fettarmer Kefir mild. 1,5 % Fett.",,1.0,d,8,,[],Kalinka Kefir,3.4,500 ml,0.12,1.0,,0.048,4.1,,,,,,,,,,,,,,4
germany,Dairies,,Montfleuri,['montfleuri'],0.8,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy spread, Butters, fr:beurre doux à 60 % MG","['en:dairies', 'en:fats', 'en:spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:milkfat', 'en:dairy-spread', 'en:butters', 'fr:beurre-doux-a-60-mg']",3451790563256,"France, La Réunion, Germany","['en:france', 'en:germany', 'en:reunion']",547.0,2251.0,60.0,,"butter (eu origin) water, lactic ferments (milk) net weight: 250ge",,2.0,d,16,en:Origine UE,['en:origine-ue'],beurre,1.0,1pcs,0.05,42.0,,0.02,0.8,,,,,,,,,,,,,,4
germany,Dairies,,Siggi's,['siggi-s'],8.9,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Skyrs, Skyrs aux fruits","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fermented-dairy-desserts-with-fruits', 'en:skyrs', 'en:fruit-skyrs']",3023290030547,"France,Allemagne","['en:france', 'en:germany']",88.0,373.0,1.9,,"Lait pasteurisé (86%), framboises (6,4%), sucre de canne (5,1%), jus de citron concentré, amidon de maïs, ferments lactiques (lait).",,3.0,a,-2,Slovénie,['en:slovenia'],Skyr framboise,8.9,280 g,0.1,1.4,140 g,0.04,8.4,,,,,,,,,,,,,,1
germany,Dairies,,Galbani,['galbani'],2.0,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages italiens, Fromages à pâte filée, Mozzarella, Mozzarella de vache","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:cow-mozzarella']",8000430138719,"France, Germany, Italy, Japan, Spain, Switzerland, en:united-kingdom","['en:france', 'en:germany', 'en:italy', 'en:japan', 'en:spain', 'en:switzerland', 'en:united-kingdom']",238.0,989.0,18.0,0.0,"LAIT entier pasteurisé (origine UE), sel, correcteur d'acidité : acide citrique",,3.0,c,10,Italia,['en:italy'],Mozzarella,17.0,0.125 kg,0.7,13.0,30 g,0.28,1.0,,,,,,,,,,,,,,3
germany,Dairies,,gusto,['gusto'],76.5,"Plant-based foods and beverages, Plant-based foods, Dairies, Fermented foods, Snacks, Fermented milk products, Salty snacks, Appetizers, Cheeses, Crackers, Salty snacks puff pastry","['en:plant-based-foods-and-beverages', 'en:dairies', 'en:fermented-foods', 'en:plant-based-foods', 'en:fermented-milk-products', 'en:snacks', 'en:cheeses', 'en:salty-snacks', 'en:appetizers', 'en:crackers', 'en:salty-snacks-puff-pastry']",6420211000332,"Ungarn, Rumänien, Spanien, fr:francia, Germany","['en:germany', 'en:hungary', 'en:romania', 'en:spain', 'fr:francia']",427.0,1799.0,10.0,2.3,"corn flour, palm oil, salt",,3.0,c,5,Romania,['en:romania'],Pufuleți,6.5,45g,0.6,4.5,45g,0.24,1.0,,,,,,,,,,,,,,3
germany,Dairies,,Kraft,['kraft'],13.0,"Dairies, Fermented foods, Fermented milk products, Spreads, Cheeses, Salted spreads, Cheese spreads","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cheese-spreads']",7622300441937,"Belgien,Frankreich,Deutschland,Italien,Japan,Mexiko,Marokko,Spanien,Schweiz","['en:belgium', 'en:france', 'en:germany', 'en:italy', 'en:japan', 'en:mexico', 'en:morocco', 'en:spain', 'en:switzerland']",226.0,1027.0,21.0,0.2,"whole milk, cream, milk protein preparation, concentrated whey permeate, salt, stabilizer (carob seed flour), acidifier (citric acid), pasteurized milk,",,4.0,d,13,,[],Philadelphia Original,5.4,150 g,0.75,14.0,30g,0.3,1.3,,,,,,,,,,,,,,4
germany,Dairies,,Parmareggio,['parmareggio'],0.0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Fresh foods, Cooked-pressed-cheeses, Italian cheeses, Grated cheese, Parmigiano-Reggiano","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:fresh-foods', 'en:hard-cheeses', 'en:italian-cheeses', 'en:grated-cheese', 'en:parmigiano-reggiano']",8010721001509,"Belgique,France,Allemagne,Italie,Luxembourg,Suisse","['en:belgium', 'en:france', 'en:germany', 'en:italy', 'en:luxembourg', 'en:switzerland']",402.0,1671.0,30.0,,"milk, salt, rennet,",,3.0,d,16,Italie,['en:italy'],Parmigiano reggiano,32.0,1pcs,1.6,20.0,,0.64,0.0,0.00043,,,,,1.155,,,,,,,,4
germany,Dairies,,Elle & Vire,['elle-vire'],3.2,"Produits laitiers, Crèmes, Crèmes UHT, Crèmes liquides, Crèmes entières","['en:dairies', 'en:creams', 'en:uht-creams', 'en:unfermented-creams', 'fr:cremes-entieres']",3451790988042,"Frankreich, Germany","['en:france', 'en:germany']",292.0,1204.0,30.0,0.0,"CREME entière de Normandie, stabilisant: carraghénanes (origine végétale).",,4.0,d,13,Normandie,"['en:france', 'en:normandy']",La Crème Entière De Normandie 30%MG,2.3,200ml,0.08,21.0,30 g,0.032,3.2,,,,,,,,,,,,,,4
germany,Dairies,,Danone,['danone'],3.9,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés nature, Skyrs, Skyrs nature","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:yogurts', 'en:plain-fermented-dairy-desserts', 'en:skyrs', 'en:plain-skyrs']",3033490004743,"Frankreich,Deutschland,Italien,Spanien,Schweiz","['en:france', 'en:germany', 'en:italy', 'en:spain', 'en:switzerland']",57.0,244.0,0.2,0.0,"Lait écrémé, ferments lactiques (lait).",,3.0,a,-5,Frankreich,['en:france'],Skyr,10.0,140 g,0.09,0.1,140g,0.036,3.9,,,,,,0.00011,,,,,,,,1
